,Title/సినిమా పేరు,Director/దర్శకుడు,Cast/నటులు,Genre/శైలి,Date/తేదీ,Year/సంవత్సరం,Month/నెల,Language/భాష,Soup/సూప్
2445,దేవి అభయం,శ్రీనివాసరెడ్డి,"సాయికిరణ్,రాసి,ప్రేమ,ప్రభాకర్",ఫాంటసీ,2005-06-24,2005,6,తెలుగు,"శ్రీనివాసరెడ్డి  సాయికిరణ్,రాసి,ప్రేమ,ప్రభాకర్  ఫాంటసీ  2005-06-24  2005  తెలుగు"
2446,అనుకోకుండా ఒక రోజు,చంద్రశేఖర్యేలేటి,"జగపతిబాబు,చర్మమే,శశాంక్",థ్రిల్లర్,2005-06-30,2005,6,తెలుగు,"చంద్రశేఖర్యేలేటి  జగపతిబాబు,చర్మమే,శశాంక్  థ్రిల్లర్  2005-06-30  2005  తెలుగు"
2447,ఒక ఊరిలో,రమేష్వర్మ,"రాజా,తరుణ్,సలోనిఅశ్వాని",శృంగారం,2005-07-01,2005,7,తెలుగు,"రమేష్వర్మ  రాజా,తరుణ్,సలోనిఅశ్వాని  శృంగారం  2005-07-01  2005  తెలుగు"
2448,నా ఊపిరి,కనుగుడ్డు,"వడ్డేనవీన్,సంగీత,అంజనా,సుధా,ఎం.స్.నారాయణ",శృంగారం,2005-07-01,2005,7,తెలుగు,"కనుగుడ్డు  వడ్డేనవీన్,సంగీత,అంజనా,సుధా,ఎం.స్.నారాయణ  శృంగారం  2005-07-01  2005  తెలుగు"
2449,అరవింద్ తీసిన సినిమా,చక్కెరసూప్,"రాజీవ్కనకాల,గజల్శ్రీనివాస్,రిచర్డ్రిషీ,శిథిలీన్చోప్రా",థ్రిల్లర్,2005-07-09,2005,7,తెలుగు,"చక్కెరసూప్  రాజీవ్కనకాల,గజల్శ్రీనివాస్,రిచర్డ్రిషీ,శిథిలీన్చోప్రా  థ్రిల్లర్  2005-07-09  2005  తెలుగు"
2450,కాంచనమాల కేబుల్ టీవీ,పార్థసారధి,"శ్రీకాంత్,లక్ష్మిరాయ్,రఘుబాబు,బ్రహ్మానందం",హాస్యం,2005-07-15,2005,7,తెలుగు,"పార్థసారధి  శ్రీకాంత్,లక్ష్మిరాయ్,రఘుబాబు,బ్రహ్మానందం  హాస్యం  2005-07-15  2005  తెలుగు"
2451,సూపర్,మొత్తంజగన్నాధ్,"నాగార్జున,సోనూసూద్,అనుష్కశెట్టి,అయేషాటకియా",చర్య,2005-07-21,2005,7,తెలుగు,"మొత్తంజగన్నాధ్  నాగార్జున,సోనూసూద్,అనుష్కశెట్టి,అయేషాటకియా  చర్య  2005-07-21  2005  తెలుగు"
2452,రెండేళ్ళ తరువాత,కెబిఆనంద్,"శ్రీరామ్,గోపీచంద్లగడపాటి",నాటకం,2005-07-29,2005,7,తెలుగు,"కెబిఆనంద్  శ్రీరామ్,గోపీచంద్లగడపాటి  నాటకం  2005-07-29  2005  తెలుగు"
2453,ప్రేమికులు,జయ,"యువరాజ్,రిషిగిరీష్,కామ్నాజెఠ్మలానీ,రాజీవ్కనకాల,రాంబాబు",శృంగారం,2005-08-04,2005,8,తెలుగు,"జయ  యువరాజ్,రిషిగిరీష్,కామ్నాజెఠ్మలానీ,రాజీవ్కనకాల,రాంబాబు  శృంగారం  2005-08-04  2005  తెలుగు"
2454,నిక్కిస్ ఎంగేజ్‌మెంట్,రఫీ,"సూర్య,వంశి,రేఖ",శృంగారం,2005-08-05,2005,8,తెలుగు,"రఫీ  సూర్య,వంశి,రేఖ  శృంగారం  2005-08-05  2005  తెలుగు"
2455,అతడు,త్రివిక్రమ్శ్రీనివాస్,"మహేష్బాబు,త్రిష,సోనుసూద్,ప్రకాష్రాజ్,షాయాజీషిండే,కోటశ్రీనివాసరావు,నిస్సార్,సునీల్,రాహుల్దేవ్,బ్రహ్మానందం",చర్య,2005-08-10,2005,8,తెలుగు,"త్రివిక్రమ్శ్రీనివాస్  మహేష్బాబు,త్రిష,సోనుసూద్,ప్రకాష్రాజ్,షాయాజీషిండే,కోటశ్రీనివాసరావు,నిస్సార్,సునీల్,రాహుల్దేవ్,బ్రహ్మానందం  చర్య  2005-08-10  2005  తెలుగు"
2456,నువ్వంటే నాకిష్టం,ఏ.వ్.వ్.సత్యనారాయణ,"ఆర్యన్రాజేష్,అల్లరినరేష్,అనురాధమెహతా",శృంగారం,2005-08-12,2005,8,తెలుగు,"ఏ.వ్.వ్.సత్యనారాయణ  ఆర్యన్రాజేష్,అల్లరినరేష్,అనురాధమెహతా  శృంగారం  2005-08-12  2005  తెలుగు"
2457,ఆంధ్రుడు,పరుచూరిమురళి,"గోపీచంద్,గౌరీపండిట్,సాయాజీషిండే",శృంగారం/యాక్షన్,2005-08-19,2005,8,తెలుగు,"పరుచూరిమురళి  గోపీచంద్,గౌరీపండిట్,సాయాజీషిండే  శృంగారం/యాక్షన్  2005-08-19  2005  తెలుగు"
2458,ప్లీజ్ నాకు పెళ్లయింది,గాంధీ,"రఘు,రాజీవ్కనకాల,శృతిమల్హోత్రా,సోనిఛరిష్మా,వేణుమాధవ్",హాస్యం,2005-08-19,2005,8,తెలుగు,"గాంధీ  రఘు,రాజీవ్కనకాల,శృతిమల్హోత్రా,సోనిఛరిష్మా,వేణుమాధవ్  హాస్యం  2005-08-19  2005  తెలుగు"
2459,అదిరిందయ్యా చంద్రం,శ్రీనివాసరెడ్డి,శివాజీతెచ్చాడు,శృంగారం,2005-08-20,2005,8,తెలుగు,శ్రీనివాసరెడ్డి  శివాజీతెచ్చాడు  శృంగారం  2005-08-20  2005  తెలుగు
2460,అమలాపురం నుండి 123,వర్మ,"రవిప్రకాష్,రాజాశ్రీధర్,అనిల్,నిత్యదాస్,ధర్మవరపుసుబ్రహ్మణ్యం",శృంగారం,2005-08-25,2005,8,తెలుగు,"వర్మ  రవిప్రకాష్,రాజాశ్రీధర్,అనిల్,నిత్యదాస్,ధర్మవరపుసుబ్రహ్మణ్యం  శృంగారం  2005-08-25  2005  తెలుగు"
2461,ఒక్కడే,చంద్రమహేష్,"శ్రీహరి,సంతోషి,ముకేష్రిషి",చర్య,2005-09-01,2005,9,తెలుగు,"చంద్రమహేష్  శ్రీహరి,సంతోషి,ముకేష్రిషి  చర్య  2005-09-01  2005  తెలుగు"
2462,మొగుడు పెళ్ళాం ఓ దొంగోడు,వెంకీ,"శ్రియశరణ్,రాజా,బ్రహ్మానందం",శృంగారం/కామెడీ,2005-09-07,2005,9,తెలుగు,"వెంకీ  శ్రియశరణ్,రాజా,బ్రహ్మానందం  శృంగారం/కామెడీ  2005-09-07  2005  తెలుగు"
2463,వీరి వీరి గుమ్మడి పండు,మీగడ్డంబాబూ,"అలీ,శ్రీకర్బాబు,జయలలిత,రాజీవ్కనకాల",శృంగారం,2005-09-09,2005,9,తెలుగు,"మీగడ్డంబాబూ  అలీ,శ్రీకర్బాబు,జయలలిత,రాజీవ్కనకాల  శృంగారం  2005-09-09  2005  తెలుగు"
2464,అల్లరి బుల్లోడు,కె.రాఘవేంద్రరావు,"నితిన్,త్రిషకృష్ణన్,రాతి",శృంగారం,2005-09-15,2005,9,తెలుగు,"కె.రాఘవేంద్రరావు  నితిన్,త్రిషకృష్ణన్,రాతి  శృంగారం  2005-09-15  2005  తెలుగు"
2465,నాయకుడు,కోడిరామకృష్ణ,"రాజశేఖర్,నమిత",చర్య,2005-09-15,2005,9,తెలుగు,"కోడిరామకృష్ణ  రాజశేఖర్,నమిత  చర్య  2005-09-15  2005  తెలుగు"
2466,మంచి బాలుడు,జినాగేశ్వరరెడ్డి,"రోహిత్,నవనీత్కౌర్",శృంగారం,2005-09-22,2005,9,తెలుగు,"జినాగేశ్వరరెడ్డి  రోహిత్,నవనీత్కౌర్  శృంగారం  2005-09-22  2005  తెలుగు"
2467,రాజకీయ రౌడీ,అది,"మోహన్బాబు,ఛార్మీకౌర్,ప్రకాష్రాజ్,అబ్బాస్",చర్య,2005-09-29,2005,9,తెలుగు,"అది  మోహన్బాబు,ఛార్మీకౌర్,ప్రకాష్రాజ్,అబ్బాస్  చర్య  2005-09-29  2005  తెలుగు"
2468,ఛత్రపతి,ఎస్.ఎస్.రాజమౌళి,"ప్రభాస్,శ్రియశరణ్,భానుప్రియ",చర్య,2005-09-30,2005,9,తెలుగు,"ఎస్.ఎస్.రాజమౌళి  ప్రభాస్,శ్రియశరణ్,భానుప్రియ  చర్య  2005-09-30  2005  తెలుగు"
2469,అల్లరి పిడుగు,జయంత్సి.పరాంజీ,"నందమూరిబాలకృష్ణ,ఛార్మ్య్కౌర్,కత్రినాకైఫ్",చర్య,2005-10-05,2005,10,తెలుగు,"జయంత్సి.పరాంజీ  నందమూరిబాలకృష్ణ,ఛార్మ్య్కౌర్,కత్రినాకైఫ్  చర్య  2005-10-05  2005  తెలుగు"
2470,భగీరథుడు,రసూల్ఎల్లోర్,"రవితేజ్,శ్రియశరణ్,ప్రకాష్రాజ్",కుటుంబం,2005-10-13,2005,10,తెలుగు,"రసూల్ఎల్లోర్  రవితేజ్,శ్రియశరణ్,ప్రకాష్రాజ్  కుటుంబం  2005-10-13  2005  తెలుగు"
2471,మొదటి సినిమా,వెంకటకూచిపూడి,"నవదీప్,పూనమ్బజ్వా,బ్రహ్మానందం",శృంగారం,2005-10-21,2005,10,తెలుగు,"వెంకటకూచిపూడి  నవదీప్,పూనమ్బజ్వా,బ్రహ్మానందం  శృంగారం  2005-10-21  2005  తెలుగు"
2472,మొగుడ్స్ పెళ్ళాలు,రంగనాథ్,"శివాజీరాజా,కార్తీక్,రాతి,హారిక,చంద్రమోహన్,ఎం.ఎస్.నారాయణ",హాస్యం,2005-10-29,2005,10,తెలుగు,"రంగనాథ్  శివాజీరాజా,కార్తీక్,రాతి,హారిక,చంద్రమోహన్,ఎం.ఎస్.నారాయణ  హాస్యం  2005-10-29  2005  తెలుగు"
2473,అభిమాని,నాచేతిసంవత్సరంసంతృప్తిచెందింది,"నాకూమెహతా,శ్వేతామల్హోత్ర",శృంగారం,2005-11-11,2005,11,తెలుగు,"నాచేతిసంవత్సరంసంతృప్తిచెందింది  నాకూమెహతా,శ్వేతామల్హోత్ర  శృంగారం  2005-11-11  2005  తెలుగు"
2474,మీనాక్షి,టిప్రభాకర్,"రాజీవ్కనకాల,కమలినీముఖేర్జీ,అమిత్,ప్రీతీనిగమ్",శృంగారం,2005-11-18,2005,11,తెలుగు,"టిప్రభాకర్  రాజీవ్కనకాల,కమలినీముఖేర్జీ,అమిత్,ప్రీతీనిగమ్  శృంగారం  2005-11-18  2005  తెలుగు"
2475,అయిందా లేదా,భరత్,"అలీ,రక్షా,కోటశ్రీనివాసరావు,మల్లికార్జునరావు,బ్రహ్మానందం",హాస్యం,2005-11-18,2005,11,తెలుగు,"భరత్  అలీ,రక్షా,కోటశ్రీనివాసరావు,మల్లికార్జునరావు,బ్రహ్మానందం  హాస్యం  2005-11-18  2005  తెలుగు"
2476,శీనుగాడు చిరంజీవి ఫ్యాన్,పోసాలరాధాకృష్ణ,"ఆకులవిజయ్వర్ధన్,వేణుమాధవ్,m.s.నారాయణ",నాటకం,2005-11-23,2005,11,తెలుగు,"పోసాలరాధాకృష్ణ  ఆకులవిజయ్వర్ధన్,వేణుమాధవ్,m.s.నారాయణ  నాటకం  2005-11-23  2005  తెలుగు"
2477,వెన్నెల,దేవకౌశిక్,"రాజా,పార్వతిమెల్టన్",శృంగారం/కామెడీ,2005-11-26,2005,11,తెలుగు,"దేవకౌశిక్  రాజా,పార్వతిమెల్టన్  శృంగారం/కామెడీ  2005-11-26  2005  తెలుగు"
2478,శ్రీ,దశరధ,"మనోజ్మంచు,తమన్నా",చర్య,2005-12-02,2005,12,తెలుగు,"దశరధ  మనోజ్మంచు,తమన్నా  చర్య  2005-12-02  2005  తెలుగు"
2479,ముఖ చిత్రం,ఎస్నెం,"శ్రీరాంబాజీ,హరిప్రియ",శృంగారం,2005-12-02,2005,12,తెలుగు,"ఎస్నెం  శ్రీరాంబాజీ,హరిప్రియ  శృంగారం  2005-12-02  2005  తెలుగు"
2480,మహానటి,v.సముద్ర,"సుమంత్,శ్రీహరి,అనుష్కశెట్టి",చర్య,2005-12-03,2005,12,తెలుగు,"v.సముద్ర  సుమంత్,శ్రీహరి,అనుష్కశెట్టి  చర్య  2005-12-03  2005  తెలుగు"
2481,కాకి,బొబ్బిలిభాను,"బ్రహ్మాజీ,గుర్లీన్చోప్రా",చర్య,2005-12-09,2005,12,తెలుగు,"బొబ్బిలిభాను  బ్రహ్మాజీ,గుర్లీన్చోప్రా  చర్య  2005-12-09  2005  తెలుగు"
2482,యువకులు,సాయివెంకట్,"కిరణ్తేజ్,సంగీతతివారి,అభినయశ్రీ",శృంగారం,2005-12-10,2005,12,తెలుగు,"సాయివెంకట్  కిరణ్తేజ్,సంగీతతివారి,అభినయశ్రీ  శృంగారం  2005-12-10  2005  తెలుగు"
2483,వెంకట్ తో అలివేలు,పిబాలాజీ,"దిలీప్,సంజన,ఎం.ఎస్.నారాయణ,ఓంకార్,అనిల్",శృంగారం,2005-12-16,2005,12,తెలుగు,"పిబాలాజీ  దిలీప్,సంజన,ఎం.ఎస్.నారాయణ,ఓంకార్,అనిల్  శృంగారం  2005-12-16  2005  తెలుగు"
2484,జై చిరంజీవ,కె.విజయభాస్కర్,"చిరంజీవి,సమీరారెడ్డి,bhoomikachawla,అర్బాజ్ఖాన్",హాస్యం,2005-12-21,2005,12,తెలుగు,"కె.విజయభాస్కర్  చిరంజీవి,సమీరారెడ్డి,bhoomikachawla,అర్బాజ్ఖాన్  హాస్యం  2005-12-21  2005  తెలుగు"
2485,అలెక్స్,కుదుపుషివర్,"హరనాథ్,రంభ,సంగీత్,షిజు,కౌష,ఇందుఆనంద్",నాటకం,2005-12-24,2005,12,తెలుగు,"కుదుపుషివర్  హరనాథ్,రంభ,సంగీత్,షిజు,కౌష,ఇందుఆనంద్  నాటకం  2005-12-24  2005  తెలుగు"
2486,గౌతమ్ ఎస్ఎస్సి,పాపఅరుణ్ప్రసాద్,"నవదీప్,సింధుతొలి,కే.విశ్వనాధ్,భానుప్రియ",శృంగారం/నాటకం,2005-12-30,2005,12,తెలుగు,"పాపఅరుణ్ప్రసాద్  నవదీప్,సింధుతొలి,కే.విశ్వనాధ్,భానుప్రియ  శృంగారం/నాటకం  2005-12-30  2005  తెలుగు"
2487,మహా సింహం,ఆకుమూర్తిబాబురావు,"ముక్కురాజు,రాళ్ళపల్లి,కళ్ళుచిదంబరం,స్వాతి,సుశీల",నాటకం,2005-12-30,2005,12,తెలుగు,"ఆకుమూర్తిబాబురావు  ముక్కురాజు,రాళ్ళపల్లి,కళ్ళుచిదంబరం,స్వాతి,సుశీల  నాటకం  2005-12-30  2005  తెలుగు"
2488,శైలి,రాఘవలారెన్స్,"రాఘవలారెన్స్,ప్రభుదేవా,రాజా,చర్మమే,కమలినిముఖేర్జీ",నాటకం,2005-12-30,2006,12,తెలుగు,"రాఘవలారెన్స్  రాఘవలారెన్స్,ప్రభుదేవా,రాజా,చర్మమే,కమలినిముఖేర్జీ  నాటకం  2005-12-30  2006  తెలుగు"
2489,చుక్కల్లో చంద్రుడు,శివకుమార్అనంత్,"సిద్ధార్థ్నారాయణ్,చర్మమే,సద",శృంగారం,2005-12-30,2006,12,తెలుగు,"శివకుమార్అనంత్  సిద్ధార్థ్నారాయణ్,చర్మమే,సద  శృంగారం  2005-12-30  2006  తెలుగు"
2490,సంతోషంగా,a.కరణకరణ్,"అల్లుఅర్జున్,జెనీలియాడ్'సౌజా",శృంగారం,2005-12-30,2006,12,తెలుగు,"a.కరణకరణ్  అల్లుఅర్జున్,జెనీలియాడ్'సౌజా  శృంగారం  2005-12-30  2006  తెలుగు"
2491,షాక్,హరీష్శంకర్,"రవితేజ,జ్యోతిక",నేరం,2005-12-30,2006,12,తెలుగు,"హరీష్శంకర్  రవితేజ,జ్యోతిక  నేరం  2005-12-30  2006  తెలుగు"
2492,అసాధ్యం,అనిల్కృష్ణ,కళ్యాణ్రామ్,చర్య,2005-12-30,2006,12,తెలుగు,అనిల్కృష్ణ  కళ్యాణ్రామ్  చర్య  2005-12-30  2006  తెలుగు
2493,ఆశిస్తున్నాము,సతీష్కాసెట్టి,"డ్.రామానాయుడు,కళ్యాణి",నాటకం,2005-12-30,2006,12,తెలుగు,"సతీష్కాసెట్టి  డ్.రామానాయుడు,కళ్యాణి  నాటకం  2005-12-30  2006  తెలుగు"
2494,రాజబాబు,ముప్పలనేనిశివ,"రాజశేఖర్,బ్రహ్మానందం,కొండవలసలక్ష్మణరావు",నాటకం,2005-12-30,2006,12,తెలుగు,"ముప్పలనేనిశివ  రాజశేఖర్,బ్రహ్మానందం,కొండవలసలక్ష్మణరావు  నాటకం  2005-12-30  2006  తెలుగు"
2495,పోతే పోనీ,హర్డోగాతోతిరుగుబాటు,"సింధుటోల్ని,శివబాలాజీ",నాటకం,2005-12-30,2006,12,తెలుగు,"హర్డోగాతోతిరుగుబాటు  సింధుటోల్ని,శివబాలాజీ  నాటకం  2005-12-30  2006  తెలుగు"
2496,సంభవామి యుగే యుగే,రవివర్మ,"అంజి,సృజన,జాక్",నాటకం,2005-12-30,2006,12,తెలుగు,"రవివర్మ  అంజి,సృజన,జాక్  నాటకం  2005-12-30  2006  తెలుగు"
2497,పార్టీ,లిఫ్ట్తలుపు,"అల్లరినరేష్,మధుశర్మ,శశాంక్,బ్రహ్మానందం,రవిబాబు",హాస్యం,2005-12-30,2006,12,తెలుగు,"లిఫ్ట్తలుపు  అల్లరినరేష్,మధుశర్మ,శశాంక్,బ్రహ్మానందం,రవిబాబు  హాస్యం  2005-12-30  2006  తెలుగు"
2498,కిటికీ,లేదా.శంకర్,"నితిన్,జెనీలియాడ్'సౌజా",చర్య,2005-12-30,2006,12,తెలుగు,"లేదా.శంకర్  నితిన్,జెనీలియాడ్'సౌజా  చర్య  2005-12-30  2006  తెలుగు"
2499,శ్రీ రామదాసు,కె.రాఘవేంద్రరావు,"నాగార్జున,స్నేహ,సుమన్,వేదంసాస్ట్రీ",నాటకం,2005-12-30,2006,12,తెలుగు,"కె.రాఘవేంద్రరావు  నాగార్జున,స్నేహ,సుమన్,వేదంసాస్ట్రీ  నాటకం  2005-12-30  2006  తెలుగు"
2500,10వ తరగతి,చందు,"భరత్,శరణ్య,సునైనా",శృంగారం,2005-12-30,2006,12,తెలుగు,"చందు  భరత్,శరణ్య,సునైనా  శృంగారం  2005-12-30  2006  తెలుగు"
2501,పౌర్ణమి,ప్రభుదేవా,"ప్రభాస్,త్రిషాకృష్ణన్,చర్మమే",శృంగారం,2005-12-30,2006,12,తెలుగు,"ప్రభుదేవా  ప్రభాస్,త్రిషాకృష్ణన్,చర్మమే  శృంగారం  2005-12-30  2006  తెలుగు"
2502,ప్రేమంతే ఇంతే,బావ్రామ్నా,"నవదీప్,పూనమ్బజ్వా",శృంగారం,2005-12-30,2006,12,తెలుగు,"బావ్రామ్నా  నవదీప్,పూనమ్బజ్వా  శృంగారం  2005-12-30  2006  తెలుగు"
2503,శారదా శారదా,s.v.కృష్ణారెడ్డి,"శ్రీకాంత్,రాజేంద్రప్రసాద్,సింధుతొలని",హాస్యం,2005-12-30,2006,12,తెలుగు,"s.v.కృష్ణారెడ్డి  శ్రీకాంత్,రాజేంద్రప్రసాద్,సింధుతొలని  హాస్యం  2005-12-30  2006  తెలుగు"
2504,ఫుట్బాల్,మొత్తంజగన్నాధ్,"మహేష్బాబు,ఇలియానాడిక్రూజ్,ప్రకాష్రాజ్",చర్య,2005-12-30,2006,12,తెలుగు,"మొత్తంజగన్నాధ్  మహేష్బాబు,ఇలియానాడిక్రూజ్,ప్రకాష్రాజ్  చర్య  2005-12-30  2006  తెలుగు"
2505,వీరభద్ర,ఎ.ఎస్.రవికుమార్,"నందమూరిబాలకృష్ణ,తనుశ్రీదత్తా,సదా",నాటకం,2005-12-30,2006,12,తెలుగు,"ఎ.ఎస్.రవికుమార్  నందమూరిబాలకృష్ణ,తనుశ్రీదత్తా,సదా  నాటకం  2005-12-30  2006  తెలుగు"
2506,బంగారం,ధరణి,"పవన్కళ్యాణ్,రీమాసేన్,మీరాచోప్రా,ముఖేష్రిషి",చర్య,2005-12-30,2006,12,తెలుగు,"ధరణి  పవన్కళ్యాణ్,రీమాసేన్,మీరాచోప్రా,ముఖేష్రిషి  చర్య  2005-12-30  2006  తెలుగు"
2507,మనోడు,ప్రియదర్శినిరామ్,"ప్రియదర్శినిరామ్,విశ్వేందర్రెడ్డి,రాధికజోషి",నాటకం,2005-12-30,2006,12,తెలుగు,"ప్రియదర్శినిరామ్  ప్రియదర్శినిరామ్,విశ్వేందర్రెడ్డి,రాధికజోషి  నాటకం  2005-12-30  2006  తెలుగు"
2508,సంక్షిప్తలిపి,ఏ.వ్.వ్.సత్యనారాయణ,అల్లరినరేష్,హాస్యం,2005-12-30,2006,12,తెలుగు,ఏ.వ్.వ్.సత్యనారాయణ  అల్లరినరేష్  హాస్యం  2005-12-30  2006  తెలుగు
2509,ఏవండోయ్ శ్రీవారు,సత్తిబాబు,"శ్రీకాంత్,స్నేహ",నాటకం,2005-12-30,2006,12,తెలుగు,"సత్తిబాబు  శ్రీకాంత్,స్నేహ  నాటకం  2005-12-30  2006  తెలుగు"
2510,గోదావరి,శేఖర్కమ్ముల,"సుమంత్,కమలినీముఖేర్జీ",నాటకం,2005-12-30,2006,12,తెలుగు,"శేఖర్కమ్ముల  సుమంత్,కమలినీముఖేర్జీ  నాటకం  2005-12-30  2006  తెలుగు"
2511,ఒక వ్ చిత్రం,తేజ,"కృష్ణభగవాన్,తనికెళ్ళభరణి,తెలంగాణాశకుంతల",హాస్యం,2005-12-30,2006,12,తెలుగు,"తేజ  కృష్ణభగవాన్,తనికెళ్ళభరణి,తెలంగాణాశకుంతల  హాస్యం  2005-12-30  2006  తెలుగు"
2512,శ్రీ కృష్ణ 2006,v.విజయేంద్రప్రసాద్,"శ్రీకాంత్,వేణు,బ్రహ్మానందం",హాస్యం,2005-12-30,2006,12,తెలుగు,"v.విజయేంద్రప్రసాద్  శ్రీకాంత్,వేణు,బ్రహ్మానందం  హాస్యం  2005-12-30  2006  తెలుగు"
2513,విక్రమార్కుడు,ఎస్.ఎస్.రాజమౌళి,"రవితేజ్,అనుష్కశెట్టి",చర్య,2005-12-30,2006,12,తెలుగు,"ఎస్.ఎస్.రాజమౌళి  రవితేజ్,అనుష్కశెట్టి  చర్య  2005-12-30  2006  తెలుగు"
2514,అస్త్రం,సురేష్కృష్ణ,"విష్ణుమంచు,అనుష్కశెట్టి,జాకీష్రాఫ్,రాహుల్దేవ్",చర్య,2005-12-30,2006,12,తెలుగు,"సురేష్కృష్ణ  విష్ణుమంచు,అనుష్కశెట్టి,జాకీష్రాఫ్,రాహుల్దేవ్  చర్య  2005-12-30  2006  తెలుగు"
2515,నందనవనం 120 కి.మీ,నీలకంఠ,"అజయ్,కోటశ్రీనివాస్రావు",థ్రిల్లర్,2005-12-30,2006,12,తెలుగు,"నీలకంఠ  అజయ్,కోటశ్రీనివాస్రావు  థ్రిల్లర్  2005-12-30  2006  తెలుగు"
2516,అశోక్,సురేందర్రెడ్డి,"జేరి.ఎన్టీఆర్,సమీరారెడ్డి,ప్రకాష్రాజ్,సోనుసూద్",చర్య,2005-12-30,2006,12,తెలుగు,"సురేందర్రెడ్డి  జేరి.ఎన్టీఆర్,సమీరారెడ్డి,ప్రకాష్రాజ్,సోనుసూద్  చర్య  2005-12-30  2006  తెలుగు"
2517,కిట్టు,బి.నిజం,యానిమేటెడ్ఫిల్మ్,కార్టూన్,2005-12-30,2006,12,తెలుగు,బి.నిజం  యానిమేటెడ్ఫిల్మ్  కార్టూన్  2005-12-30  2006  తెలుగు
2518,వల్లిద్దరి వయసు పదహరే,భానుశంకర్,"తరుణ్చంద్ర,దేవకి",శృంగారం[2],2005-12-30,2006,12,తెలుగు,"భానుశంకర్  తరుణ్చంద్ర,దేవకి  శృంగారం[2]  2005-12-30  2006  తెలుగు"
2519,అమ్మ చెప్పింది,గంగరాజుగుణ్ణం,"సుహాసిని,శర్వానంద్,శ్రియారెడ్డి",నాటకం,2005-12-30,2006,12,తెలుగు,"గంగరాజుగుణ్ణం  సుహాసిని,శర్వానంద్,శ్రియారెడ్డి  నాటకం  2005-12-30  2006  తెలుగు"
2520,గేమ్,c.రామ్ప్రసాద్,"మోహన్బాబు,విష్ణు,శోభన,పార్వతిమెల్టన్",చర్య,2005-12-30,2006,12,తెలుగు,"c.రామ్ప్రసాద్  మోహన్బాబు,విష్ణు,శోభన,పార్వతిమెల్టన్  చర్య  2005-12-30  2006  తెలుగు"
2521,వీధి,దొరైరాజ్లో,"శర్వానంద్,గోపిక",చర్య,2005-12-30,2006,12,తెలుగు,"దొరైరాజ్లో  శర్వానంద్,గోపిక  చర్య  2005-12-30  2006  తెలుగు"
2522,ఫోటో,శివనాగేశ్వరరావు,"ఆనంద్,అంజలి,ముక్త",థ్రిల్లర్,2005-12-30,2006,12,తెలుగు,"శివనాగేశ్వరరావు  ఆనంద్,అంజలి,ముక్త  థ్రిల్లర్  2005-12-30  2006  తెలుగు"
2523,సీత రాముడు,శ్యామ్ప్రసాద్,"శివాజీ,అంకిత,రాహుల్దేవ్",చర్య,2005-12-30,2006,12,తెలుగు,"శ్యామ్ప్రసాద్  శివాజీ,అంకిత,రాహుల్దేవ్  చర్య  2005-12-30  2006  తెలుగు"
2524,మా ఇద్దరి మధ్య,రమేష్మద్దినేని,"భరత్,విదిశ,బ్రహ్మానందం",శృంగారం,2005-12-30,2006,12,తెలుగు,"రమేష్మద్దినేని  భరత్,విదిశ,బ్రహ్మానందం  శృంగారం  2005-12-30  2006  తెలుగు"
2525,ఆగంతకుడు,అనిల్కిషోర్,"శివబాలాజీ,నికితాతుక్రాల్,మధుషాలిని",థ్రిల్లర్,2005-12-30,2006,12,తెలుగు,"అనిల్కిషోర్  శివబాలాజీ,నికితాతుక్రాల్,మధుషాలిని  థ్రిల్లర్  2005-12-30  2006  తెలుగు"
2526,స్టాలిన్,ఆ.ఆర్.మురుగదాస్,"చిరంజీవి,త్రిషాకృష్ణన్,ఖుష్బూ",చర్య,2005-12-30,2006,12,తెలుగు,"ఆ.ఆర్.మురుగదాస్  చిరంజీవి,త్రిషాకృష్ణన్,ఖుష్బూ  చర్య  2005-12-30  2006  తెలుగు"
2527,వనజ,రాజనేష్దోమలపల్లి,"ఇందిరాఅంపెరియాని,భాస్కరస్.నారాయణన్",నాటకం,2005-12-30,2006,12,తెలుగు,"రాజనేష్దోమలపల్లి  ఇందిరాఅంపెరియాని,భాస్కరస్.నారాయణన్  నాటకం  2005-12-30  2006  తెలుగు"
2528,"బాస్, ఐ లవ్ యు",v.n.ఆదిత్య,"నాగార్జున,శ్రియశరణ్,నయనతార,పూనమ్బజ్వా",శృంగారం,2005-12-30,2006,12,తెలుగు,"v.n.ఆదిత్య  నాగార్జున,శ్రియశరణ్,నయనతార,పూనమ్బజ్వా  శృంగారం  2005-12-30  2006  తెలుగు"
2529,చిన్నోడు,కనుగుడ్డు,"సుమంత్,ఛార్మి",చర్య,2005-12-30,2006,12,తెలుగు,"కనుగుడ్డు  సుమంత్,ఛార్మి  చర్య  2005-12-30  2006  తెలుగు"
2530,ఇండియన్ బ్యూటీ,శాంతికుమార్,"గోపీచంద్లగడపాటి,సైరావు,కాలింఎంసీజీ",శృంగారం,2005-12-30,2006,12,తెలుగు,"శాంతికుమార్  గోపీచంద్లగడపాటి,సైరావు,కాలింఎంసీజీ  శృంగారం  2005-12-30  2006  తెలుగు"
